EmployeeID,Age,Department,MaritalStatus,EducationField,DistanceFromHome,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,TrainingTimesLastYear,NumCompaniesWorked,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,OverTime,BusinessTravel,Gender,StockOptionLevel,PercentSalaryHike,JobRole,Attrition
182,24,Research & Development,Married,Human Resources,7,8114,1,12,5,8,0,5,3,1,3,3,3,3,No,Travel_Rarely,Male,0,15,Research Director,No
183,38,Research & Development,Married,Other,26,14546,1,9,9,2,1,0,4,1,2,4,1,3,No,Travel_Rarely,Male,1,23,Research Director,Yes
184,47,Research & Development,Married,Technical Degree,15,2762,2,17,13,11,3,4,1,4,1,1,2,3,No,Travel_Rarely,Female,3,21,Research Director,No
185,38,Research & Development,Married,Technical Degree,29,13057,1,1,13,1,2,3,4,2,1,3,3,3,No,Travel_Rarely,Female,3,22,Research Scientist,No
186,36,Sales,Divorced,Technical Degree,22,17637,15,13,12,20,4,1,1,3,2,2,4,3,No,Travel_Rarely,Male,1,23,Sales Representative,Yes
187,24,Human Resources,Married,Life Sciences,1,14756,3,2,0,7,5,8,4,4,2,2,3,3,Yes,Travel_Frequently,Male,2,20,HR Manager,Yes
188,34,Sales,Married,Technical Degree,6,12483,15,6,12,21,2,2,3,2,1,2,1,3,No,Travel_Rarely,Male,1,13,Manager,No
189,28,Research & Development,Married,Life Sciences,12,17282,4,4,3,11,3,0,3,2,2,2,3,3,Yes,Travel_Rarely,Male,3,14,Research Scientist,Yes
190,30,Sales,Married,Other,7,7366,24,10,9,31,4,2,1,4,3,2,1,3,Yes,Travel_Rarely,Female,2,22,Sales Representative,No
191,46,Sales,Divorced,Other,4,8782,18,14,14,20,1,7,3,1,4,1,2,3,Yes,Travel_Rarely,Female,3,19,Sales Executive,Yes
192,44,Research & Development,Single,Technical Degree,29,3249,9,1,13,16,3,5,3,2,3,2,3,3,No,Travel_Rarely,Male,3,23,Research Scientist,No
193,43,Sales,Single,Marketing,26,14570,10,10,9,17,1,7,4,4,1,3,3,3,No,Travel_Rarely,Male,1,21,Sales Executive,No
194,33,Research & Development,Married,Human Resources,13,15021,1,3,4,1,3,4,4,1,3,2,2,3,No,Travel_Rarely,Male,1,19,Research Director,No
195,58,Research & Development,Married,Technical Degree,7,15524,1,1,7,7,4,1,2,2,1,3,2,3,No,Travel_Frequently,Male,2,12,Laboratory Technician,No
196,21,Sales,Married,Human Resources,6,15477,13,7,10,14,0,3,2,2,1,1,4,3,No,Travel_Rarely,Male,0,24,Sales Representative,No
197,32,Research & Development,Single,Technical Degree,27,4292,0,10,7,5,1,1,2,1,3,1,3,3,No,Travel_Rarely,Male,3,13,Laboratory Technician,Yes
198,22,Research & Development,Married,Medical,10,13991,15,3,6,17,0,5,2,1,2,4,1,3,Yes,Travel_Rarely,Male,2,13,Research Director,Yes
199,32,Research & Development,Married,Life Sciences,1,15739,9,7,6,12,0,2,1,2,2,2,3,3,Yes,Travel_Rarely,Female,0,12,Research Director,Yes
200,58,Sales,Married,Medical,12,5668,3,17,8,5,0,8,1,4,4,3,3,3,No,Travel_Frequently,Male,1,11,Sales Representative,No
201,33,Research & Development,Married,Technical Degree,14,10576,13,6,0,21,4,3,4,1,1,3,3,4,Yes,Travel_Rarely,Female,3,15,Research Director,Yes
202,56,Sales,Married,Marketing,19,18437,13,17,14,22,5,2,2,3,1,1,3,3,No,Non-Travel,Male,1,22,Sales Executive,No
203,38,Sales,Married,Technical Degree,10,9466,18,15,1,25,2,8,2,2,3,4,1,3,No,Travel_Rarely,Male,2,22,Manager,No
204,47,Sales,Married,Medical,27,15556,4,6,14,11,5,4,3,4,2,2,4,3,No,Travel_Rarely,Male,3,17,Sales Representative,No
205,37,Human Resources,Married,Other,19,11546,13,10,0,16,4,1,3,2,4,4,4,3,Yes,Travel_Rarely,Male,1,14,HR Specialist,Yes
206,29,Research & Development,Married,Marketing,29,13839,21,12,7,22,4,4,2,4,1,2,1,3,No,Travel_Rarely,Male,3,15,Research Scientist,Yes
207,50,Research & Development,Married,Other,11,13277,6,8,6,11,4,2,4,2,2,2,1,3,No,Travel_Rarely,Female,1,23,Research Director,No
208,58,Research & Development,Single,Marketing,19,13716,20,7,8,24,1,6,1,4,1,3,1,3,No,Travel_Rarely,Female,2,10,Research Scientist,No
209,29,Research & Development,Single,Marketing,11,16028,18,5,6,20,3,5,2,4,1,1,4,4,No,Travel_Rarely,Male,3,10,Research Director,No
210,50,Research & Development,Married,Technical Degree,21,18278,10,2,13,12,3,6,1,2,2,3,4,3,No,Travel_Rarely,Male,0,10,Manufacturing Director,Yes
211,28,Research & Development,Divorced,Medical,22,7321,22,0,0,23,3,8,3,3,3,4,2,3,No,Travel_Rarely,Male,2,23,Research Director,No
212,48,Research & Development,Married,Medical,10,18709,24,6,14,32,4,6,1,1,1,3,3,3,Yes,Travel_Rarely,Female,2,11,Research Scientist,Yes
213,51,Sales,Single,Marketing,28,13301,5,14,10,8,0,3,4,2,4,1,1,4,No,Travel_Rarely,Male,2,24,Manager,No
214,36,Sales,Married,Human Resources,25,12721,24,4,11,33,4,1,3,2,3,3,1,3,No,Travel_Rarely,Male,3,12,Manager,Yes
215,48,Human Resources,Single,Life Sciences,26,7899,0,3,2,6,4,4,1,4,2,1,1,3,Yes,Travel_Rarely,Female,1,18,HR Specialist,Yes
216,29,Research & Development,Married,Marketing,7,9500,3,5,0,4,0,4,3,4,4,1,1,3,No,Travel_Rarely,Female,3,24,Laboratory Technician,No
217,21,Human Resources,Divorced,Human Resources,21,13729,1,10,5,1,2,2,2,4,2,2,4,3,No,Travel_Rarely,Female,2,11,HR Specialist,No
218,22,Sales,Married,Human Resources,4,8547,9,3,4,13,5,7,3,4,1,2,4,3,No,Travel_Rarely,Male,0,14,Sales Representative,No
219,36,Research & Development,Married,Marketing,4,7171,23,3,11,23,0,8,1,4,4,1,1,3,Yes,Travel_Rarely,Male,2,20,Manufacturing Director,No
220,55,Sales,Married,Life Sciences,29,16743,15,2,13,24,0,3,3,4,1,1,3,3,No,Travel_Rarely,Male,0,22,Sales Executive,No
221,23,Sales,Married,Life Sciences,5,9477,15,5,6,24,4,6,1,3,4,4,1,3,Yes,Travel_Rarely,Female,3,23,Manager,No
222,37,Sales,Divorced,Marketing,26,13602,2,3,11,8,1,8,1,1,4,2,3,3,No,Travel_Rarely,Female,0,10,Sales Executive,No
223,47,Sales,Married,Human Resources,13,2561,12,14,0,14,4,0,3,4,4,1,4,3,No,Travel_Rarely,Male,1,21,Manager,No
224,26,Human Resources,Married,Life Sciences,9,3390,9,16,11,17,5,3,3,1,2,2,4,3,No,Travel_Rarely,Female,3,14,HR Manager,Yes
225,48,Sales,Married,Other,3,17267,11,6,1,17,2,6,2,1,3,3,4,3,No,Travel_Frequently,Male,0,18,Sales Executive,No
226,30,Research & Development,Single,Human Resources,20,4559,6,1,10,9,2,4,1,4,4,3,1,4,No,Travel_Rarely,Female,1,23,Laboratory Technician,No
227,51,Research & Development,Single,Life Sciences,21,16324,5,1,5,13,2,7,2,1,1,2,1,3,No,Travel_Frequently,Male,2,23,Research Scientist,Yes
228,42,Research & Development,Single,Marketing,14,18203,23,5,6,25,2,4,4,1,2,1,1,3,No,Travel_Rarely,Male,1,12,Manufacturing Director,No
229,40,Research & Development,Married,Medical,24,10665,13,8,4,18,2,0,3,3,2,4,1,3,Yes,Travel_Frequently,Male,2,17,Manufacturing Director,Yes
230,25,Sales,Divorced,Other,10,17920,10,9,6,16,3,3,1,3,3,3,3,4,No,Travel_Frequently,Female,1,14,Sales Representative,Yes
231,37,Human Resources,Married,Technical Degree,16,9690,1,5,13,10,5,3,4,1,3,4,3,3,No,Travel_Rarely,Male,1,19,HR Specialist,No
232,53,Research & Development,Single,Medical,9,19132,19,6,12,20,5,7,2,2,4,2,4,3,No,Travel_Rarely,Male,1,22,Research Scientist,No
233,18,Research & Development,Single,Medical,17,6268,11,5,5,13,5,1,3,1,2,1,1,3,Yes,Travel_Rarely,Female,2,14,Research Director,No
234,49,Research & Development,Married,Technical Degree,4,9701,9,9,4,17,0,1,1,2,1,2,2,3,No,Travel_Rarely,Female,3,11,Laboratory Technician,No
235,38,Sales,Divorced,Life Sciences,14,9000,16,12,7,20,1,1,2,1,1,2,3,3,Yes,Travel_Rarely,Female,0,10,Sales Representative,No
236,48,Human Resources,Married,Medical,16,16113,3,0,10,10,4,5,4,3,4,3,3,3,No,Travel_Frequently,Female,1,10,HR Specialist,No
237,45,Sales,Married,Life Sciences,17,2786,13,8,2,20,3,8,2,2,2,3,2,3,No,Travel_Rarely,Female,0,15,Manager,No
238,36,Sales,Divorced,Technical Degree,13,16908,21,11,10,24,2,5,1,4,3,1,1,3,No,Travel_Frequently,Female,0,24,Sales Executive,No
239,30,Sales,Single,Human Resources,19,2421,11,12,14,14,1,7,1,1,3,3,2,4,No,Travel_Frequently,Male,3,13,Manager,Yes
240,44,Research & Development,Married,Marketing,15,7682,0,10,12,4,0,7,4,4,4,2,1,3,Yes,Travel_Frequently,Male,2,16,Research Director,No
241,23,Research & Development,Divorced,Life Sciences,9,12729,5,9,8,5,1,5,4,4,1,3,3,3,No,Travel_Rarely,Male,3,20,Research Scientist,No
242,42,Research & Development,Married,Marketing,7,4616,1,12,4,8,2,5,1,2,1,2,4,3,No,Travel_Rarely,Male,2,19,Research Scientist,Yes
243,21,Research & Development,Single,Other,19,10822,12,6,4,13,2,2,4,3,3,3,1,3,Yes,Travel_Frequently,Male,2,14,Research Scientist,Yes
244,45,Sales,Divorced,Medical,28,19946,9,10,11,18,3,8,4,2,2,3,1,3,No,Travel_Rarely,Male,2,11,Sales Executive,No
245,44,Human Resources,Divorced,Life Sciences,22,16817,3,5,6,10,1,7,2,3,4,2,3,3,No,Non-Travel,Male,2,12,HR Manager,No
246,21,Research & Development,Married,Life Sciences,19,2543,17,7,1,20,1,7,3,4,1,1,1,4,No,Travel_Rarely,Female,3,13,Manufacturing Director,No
247,49,Research & Development,Married,Human Resources,27,12651,4,2,10,4,5,8,2,3,2,3,4,4,No,Travel_Rarely,Female,1,11,Laboratory Technician,No
248,35,Sales,Single,Life Sciences,27,12752,8,6,2,15,2,3,1,3,4,4,4,3,Yes,Travel_Frequently,Male,0,16,Sales Representative,No
249,51,Human Resources,Divorced,Technical Degree,15,3228,24,2,14,28,1,1,3,4,4,2,2,3,No,Travel_Rarely,Female,1,19,HR Manager,No
250,19,Sales,Married,Other,4,13703,1,4,6,2,3,7,1,2,1,4,2,3,Yes,Travel_Rarely,Male,0,20,Manager,Yes
251,25,Sales,Single,Technical Degree,19,11378,6,7,5,10,3,4,2,1,4,1,2,3,No,Travel_Rarely,Male,0,23,Sales Executive,Yes
252,38,Research & Development,Married,Marketing,19,14272,7,9,0,16,3,8,2,3,1,4,2,3,Yes,Travel_Rarely,Male,0,14,Research Director,Yes
253,25,Sales,Divorced,Medical,9,7355,12,16,2,18,1,6,1,3,1,4,4,4,No,Travel_Rarely,Male,0,19,Sales Representative,No
254,31,Sales,Divorced,Life Sciences,25,6601,6,0,14,12,4,2,4,1,4,2,4,3,Yes,Travel_Rarely,Male,2,23,Manager,Yes
255,45,Research & Development,Single,Life Sciences,26,15247,24,16,8,29,1,3,3,3,1,1,1,3,Yes,Travel_Rarely,Female,2,10,Research Director,Yes
256,24,Research & Development,Single,Other,10,14988,0,5,13,1,5,5,4,1,2,3,1,4,Yes,Travel_Rarely,Male,3,21,Manufacturing Director,Yes
257,46,Human Resources,Divorced,Life Sciences,14,4910,23,13,14,32,2,3,3,2,1,4,3,4,No,Travel_Rarely,Male,1,11,HR Manager,No
258,22,Sales,Divorced,Life Sciences,6,5895,13,12,0,20,2,2,1,4,3,1,3,3,Yes,Travel_Rarely,Male,1,18,Sales Representative,No
259,25,Research & Development,Married,Human Resources,6,12554,0,17,5,5,2,1,2,3,1,3,3,3,Yes,Travel_Rarely,Male,1,22,Research Scientist,No
260,42,Research & Development,Married,Marketing,8,16922,2,1,12,9,2,5,2,3,2,4,2,3,Yes,Travel_Frequently,Female,3,16,Research Scientist,Yes
261,51,Research & Development,Married,Marketing,11,5632,2,17,7,5,3,0,4,3,2,1,2,3,No,Travel_Frequently,Female,3,18,Laboratory Technician,No
262,25,Research & Development,Married,Human Resources,8,5944,7,1,7,14,2,0,1,1,3,3,1,3,No,Travel_Rarely,Female,2,19,Research Director,Yes
263,30,Research & Development,Single,Technical Degree,5,16540,8,15,8,17,0,0,3,4,2,1,2,3,No,Travel_Rarely,Female,2,18,Laboratory Technician,No
264,56,Human Resources,Single,Other,13,14540,16,11,10,19,3,6,1,2,1,1,3,3,Yes,Non-Travel,Male,3,20,HR Specialist,Yes
265,59,Sales,Single,Marketing,19,18241,7,8,14,7,1,0,4,4,2,2,2,3,Yes,Travel_Frequently,Male,0,22,Sales Representative,No
266,42,Sales,Divorced,Human Resources,10,16101,18,7,13,25,0,3,3,4,2,2,2,3,Yes,Travel_Frequently,Female,1,12,Sales Executive,No
267,36,Research & Development,Single,Other,16,19159,7,1,9,15,5,1,2,1,2,1,2,3,No,Travel_Rarely,Male,0,16,Laboratory Technician,No
268,32,Research & Development,Single,Marketing,8,5401,6,14,8,14,1,5,2,3,3,4,4,3,Yes,Travel_Rarely,Male,0,22,Manufacturing Director,No
269,43,Sales,Married,Medical,21,6894,6,13,5,15,3,0,2,1,2,1,3,3,Yes,Travel_Rarely,Male,1,15,Manager,Yes
270,42,Research & Development,Single,Other,19,6283,8,16,1,11,1,0,1,3,2,4,4,3,Yes,Travel_Rarely,Female,3,17,Research Director,No
271,30,Research & Development,Single,Medical,28,2997,20,13,10,29,2,3,3,2,4,1,1,4,No,Travel_Frequently,Male,1,21,Research Director,Yes
272,18,Research & Development,Married,Life Sciences,2,16023,6,17,0,8,2,6,4,1,2,3,4,3,No,Travel_Frequently,Female,3,24,Manufacturing Director,Yes
273,24,Human Resources,Married,Technical Degree,25,13911,6,15,10,11,0,0,1,3,2,3,1,3,Yes,Travel_Frequently,Male,2,13,HR Manager,Yes
274,58,Research & Development,Married,Other,10,3547,23,7,7,31,5,4,3,4,1,2,2,3,No,Travel_Rarely,Male,2,24,Research Scientist,Yes
275,35,Research & Development,Divorced,Life Sciences,2,5566,16,12,11,25,1,7,3,1,3,2,2,4,No,Travel_Rarely,Male,0,20,Research Scientist,Yes
276,38,Sales,Single,Other,21,5433,4,4,14,10,3,5,4,4,3,4,1,3,No,Travel_Frequently,Male,3,10,Manager,No
277,37,Human Resources,Divorced,Human Resources,5,9252,21,14,8,26,3,6,4,4,3,1,4,3,Yes,Travel_Rarely,Male,0,22,HR Manager,Yes
278,50,Research & Development,Divorced,Other,6,10199,4,10,8,8,2,2,1,3,1,4,4,3,No,Travel_Rarely,Female,1,15,Research Scientist,No
279,20,Research & Development,Divorced,Marketing,29,7201,4,7,7,12,3,8,1,4,2,3,3,3,No,Travel_Rarely,Male,3,14,Laboratory Technician,No
280,21,Research & Development,Married,Medical,7,18743,11,11,5,19,3,1,4,2,2,4,2,3,No,Non-Travel,Male,2,17,Research Director,No
281,29,Research & Development,Married,Technical Degree,16,5829,17,4,1,19,0,5,1,3,4,2,4,3,No,Travel_Rarely,Male,1,18,Research Scientist,No
282,38,Research & Development,Married,Life Sciences,6,12113,4,11,0,5,4,3,3,3,2,2,3,4,Yes,Travel_Frequently,Male,1,18,Laboratory Technician,No
283,46,Research & Development,Married,Other,4,9883,18,8,10,26,0,0,4,3,2,3,2,3,No,Non-Travel,Female,1,10,Research Director,No
284,38,Human Resources,Single,Technical Degree,1,8978,3,5,13,11,2,8,3,4,2,3,4,3,No,Travel_Rarely,Male,1,22,HR Manager,No
285,36,Research & Development,Divorced,Marketing,1,16864,19,17,0,19,2,6,1,4,4,4,1,3,Yes,Travel_Rarely,Female,0,15,Laboratory Technician,No
286,57,Research & Development,Married,Technical Degree,14,19610,2,1,4,6,2,2,1,4,3,4,2,3,Yes,Travel_Rarely,Male,0,12,Research Director,No
287,24,Sales,Married,Human Resources,13,2105,11,13,9,16,0,0,3,3,4,1,1,3,No,Travel_Rarely,Male,0,18,Manager,No
288,42,Research & Development,Married,Technical Degree,2,10346,16,3,10,16,4,6,4,4,2,1,1,3,Yes,Non-Travel,Female,0,19,Laboratory Technician,Yes
289,40,Research & Development,Single,Other,11,4144,6,4,11,12,2,4,2,3,4,4,1,3,No,Travel_Rarely,Male,1,11,Research Director,No
290,37,Sales,Married,Other,8,9807,15,2,10,24,0,0,3,3,4,2,3,3,No,Travel_Rarely,Female,0,24,Manager,No
291,51,Sales,Married,Other,17,13106,17,1,1,19,0,8,4,1,3,3,4,3,No,Travel_Rarely,Male,2,19,Sales Executive,No
292,29,Research & Development,Married,Technical Degree,29,9409,16,2,3,23,3,6,4,2,3,1,3,4,Yes,Travel_Rarely,Male,2,24,Research Scientist,Yes
293,58,Research & Development,Married,Human Resources,21,7563,9,14,7,9,3,4,3,4,4,1,2,3,No,Travel_Rarely,Female,0,20,Research Director,No
294,31,Research & Development,Single,Medical,27,7619,19,16,0,21,3,2,3,2,4,2,2,3,No,Travel_Rarely,Male,3,10,Research Scientist,Yes
295,40,Sales,Married,Life Sciences,6,7397,18,10,5,23,4,2,4,3,2,3,1,3,No,Travel_Rarely,Female,2,13,Manager,No
296,39,Sales,Married,Marketing,7,7862,8,0,5,17,4,4,4,4,3,4,3,3,Yes,Travel_Rarely,Female,1,24,Sales Representative,No
297,53,Sales,Divorced,Other,22,8731,18,15,14,26,5,0,2,2,2,4,1,3,Yes,Travel_Rarely,Male,0,18,Manager,Yes
298,36,Research & Development,Single,Life Sciences,9,14381,22,10,4,31,5,3,3,2,1,1,4,3,Yes,Travel_Rarely,Male,1,11,Manufacturing Director,No
299,29,Research & Development,Single,Technical Degree,25,3728,20,9,14,29,5,1,2,1,2,1,2,3,Yes,Travel_Rarely,Female,3,11,Research Scientist,Yes
300,18,Sales,Single,Medical,14,2735,18,17,10,26,4,1,4,1,4,3,2,3,No,Travel_Rarely,Male,0,18,Sales Executive,No
301,33,Research & Development,Married,Marketing,6,11301,19,7,10,22,2,1,1,3,4,3,1,3,Yes,Travel_Rarely,Female,0,18,Manufacturing Director,Yes
302,52,Sales,Married,Life Sciences,25,14272,20,6,12,21,3,3,1,3,4,1,1,3,Yes,Travel_Rarely,Male,1,13,Sales Representative,No
303,18,Sales,Married,Human Resources,16,6656,7,14,12,15,3,3,2,2,4,2,1,3,No,Travel_Rarely,Male,3,12,Sales Executive,No
304,55,Sales,Divorced,Human Resources,24,5621,18,9,3,19,1,3,1,2,3,4,3,3,Yes,Travel_Rarely,Male,1,19,Manager,Yes
305,40,Sales,Single,Human Resources,14,13245,4,12,6,9,4,6,3,1,4,1,2,3,Yes,Travel_Rarely,Female,2,16,Sales Executive,No
306,23,Research & Development,Married,Human Resources,4,8915,8,12,7,15,3,4,3,4,1,4,4,3,No,Travel_Frequently,Female,2,10,Research Director,No
307,30,Human Resources,Single,Medical,20,15249,23,15,14,23,3,1,4,3,2,2,3,3,No,Travel_Rarely,Female,0,10,HR Specialist,Yes
308,41,Sales,Single,Technical Degree,4,4637,7,5,0,16,5,8,3,1,1,3,4,3,No,Non-Travel,Male,3,13,Sales Executive,No
309,31,Research & Development,Married,Life Sciences,20,4180,21,1,7,24,4,6,3,3,4,3,4,3,No,Travel_Rarely,Male,0,18,Manufacturing Director,No
310,22,Research & Development,Single,Marketing,13,11949,10,8,3,12,5,4,3,2,3,3,1,4,Yes,Travel_Rarely,Male,2,14,Manufacturing Director,No
311,45,Human Resources,Married,Technical Degree,23,9064,5,11,3,8,5,0,1,4,4,3,1,3,No,Travel_Frequently,Male,2,10,HR Manager,No
312,46,Research & Development,Married,Human Resources,26,15128,2,14,11,6,4,8,3,2,2,1,4,3,No,Travel_Frequently,Male,2,23,Research Scientist,Yes
313,22,Sales,Married,Life Sciences,12,11110,13,4,3,17,1,6,1,4,2,2,2,3,No,Travel_Frequently,Male,3,20,Sales Executive,No
314,29,Research & Development,Married,Human Resources,26,8383,11,13,11,12,1,4,3,3,3,4,4,3,No,Travel_Rarely,Male,2,18,Laboratory Technician,No
315,28,Sales,Married,Marketing,4,4874,12,14,14,13,1,1,4,1,3,1,3,3,No,Travel_Frequently,Male,2,13,Sales Representative,Yes
316,45,Human Resources,Married,Other,4,4941,1,14,11,5,4,0,4,4,2,3,3,4,No,Travel_Rarely,Female,0,20,HR Manager,No
317,48,Research & Development,Single,Technical Degree,29,15605,6,14,2,8,5,2,3,3,2,3,2,3,No,Travel_Frequently,Male,1,24,Laboratory Technician,No
318,48,Research & Development,Single,Technical Degree,17,6077,0,17,2,6,5,2,2,2,3,1,2,3,Yes,Travel_Rarely,Female,1,20,Research Director,No
319,57,Sales,Married,Human Resources,14,11044,7,11,6,15,4,1,4,1,1,1,3,3,No,Travel_Frequently,Male,1,14,Sales Executive,No
320,50,Research & Development,Divorced,Human Resources,5,16726,23,6,8,23,4,3,4,2,1,4,1,3,Yes,Travel_Rarely,Male,0,15,Research Scientist,No
321,31,Research & Development,Single,Life Sciences,9,18161,3,7,11,3,5,0,2,3,1,1,2,4,No,Travel_Rarely,Female,0,23,Research Scientist,No
322,22,Research & Development,Married,Technical Degree,20,6817,17,13,6,23,4,2,1,1,1,1,3,4,No,Travel_Frequently,Male,1,10,Research Scientist,No
323,43,Research & Development,Married,Life Sciences,24,3973,0,4,2,0,0,7,3,2,1,1,1,3,No,Travel_Rarely,Female,2,13,Laboratory Technician,No
324,56,Human Resources,Divorced,Marketing,27,15944,14,10,14,20,3,7,3,3,1,3,2,3,Yes,Travel_Frequently,Male,3,11,HR Specialist,No
325,58,Research & Development,Married,Human Resources,12,14370,23,10,13,27,2,0,4,3,1,4,4,3,No,Non-Travel,Male,3,19,Manufacturing Director,No
326,27,Sales,Married,Other,14,7961,8,11,9,12,3,6,4,4,4,1,2,3,No,Travel_Rarely,Female,1,16,Sales Representative,Yes
327,27,Research & Development,Married,Medical,5,12684,4,7,10,10,3,8,1,1,1,4,4,3,Yes,Travel_Rarely,Male,3,11,Manufacturing Director,No
328,19,Research & Development,Divorced,Marketing,3,5397,14,13,14,22,1,5,2,4,3,3,4,3,Yes,Non-Travel,Male,1,24,Research Scientist,No
329,23,Research & Development,Single,Technical Degree,13,14612,6,1,7,7,1,3,4,2,1,1,3,3,No,Travel_Rarely,Male,1,18,Research Director,No
330,41,Sales,Divorced,Marketing,17,15091,22,13,2,23,0,4,2,1,4,1,1,3,Yes,Travel_Rarely,Male,0,13,Sales Executive,Yes
331,40,Sales,Single,Medical,4,7388,21,14,9,27,1,1,2,4,1,2,1,3,No,Travel_Rarely,Male,2,24,Sales Executive,No
332,33,Human Resources,Divorced,Medical,12,10433,16,15,6,16,4,3,2,3,3,1,4,3,No,Travel_Rarely,Female,1,20,HR Specialist,No
333,31,Human Resources,Single,Marketing,19,8013,15,16,11,19,3,8,2,3,3,1,1,3,Yes,Travel_Rarely,Male,1,11,HR Manager,No
334,52,Research & Development,Single,Technical Degree,24,2562,15,6,11,19,5,5,3,2,4,2,3,3,No,Travel_Frequently,Female,3,22,Research Scientist,Yes
335,37,Human Resources,Single,Other,28,4291,18,0,7,21,5,3,2,4,3,4,3,3,Yes,Travel_Frequently,Male,2,10,HR Specialist,Yes
336,51,Research & Development,Married,Technical Degree,10,19278,11,11,5,16,5,1,2,1,3,4,4,3,Yes,Travel_Rarely,Male,1,23,Research Director,Yes
337,58,Research & Development,Married,Marketing,12,10208,24,1,6,25,1,8,2,1,4,3,4,3,No,Travel_Rarely,Male,2,15,Research Director,Yes
338,31,Research & Development,Single,Technical Degree,26,4659,8,5,9,10,2,1,1,1,4,2,2,3,Yes,Travel_Rarely,Female,2,14,Research Director,Yes
339,26,Research & Development,Married,Human Resources,21,2796,0,12,9,0,0,6,4,3,2,2,3,3,No,Travel_Rarely,Female,2,10,Research Scientist,No
340,58,Research & Development,Married,Marketing,8,8361,17,10,7,26,0,2,4,1,4,3,3,3,No,Travel_Frequently,Male,0,23,Manufacturing Director,No
341,44,Sales,Married,Marketing,20,19690,16,10,7,24,1,2,2,4,4,1,4,3,Yes,Travel_Rarely,Male,0,18,Manager,Yes
342,30,Research & Development,Divorced,Medical,5,8926,24,13,14,26,1,1,1,1,3,3,3,3,No,Travel_Rarely,Female,0,19,Laboratory Technician,Yes
343,44,Sales,Married,Other,14,19990,9,2,3,9,0,3,3,3,4,4,1,3,No,Travel_Rarely,Male,3,22,Sales Executive,No
344,39,Sales,Single,Other,9,10809,10,14,2,12,5,6,3,4,1,4,4,3,Yes,Travel_Rarely,Male,1,17,Manager,Yes
345,56,Research & Development,Single,Medical,29,15751,14,10,11,23,3,3,3,4,3,1,3,3,No,Travel_Frequently,Female,1,14,Research Director,No
346,28,Research & Development,Divorced,Marketing,2,16137,9,7,14,17,3,0,3,2,3,2,1,3,No,Travel_Rarely,Male,3,21,Research Scientist,No
347,59,Sales,Single,Medical,25,2506,19,8,9,25,3,2,3,1,4,2,1,3,No,Travel_Rarely,Female,3,17,Manager,Yes
348,57,Research & Development,Married,Other,9,2109,10,9,6,19,5,1,1,4,1,3,1,3,No,Travel_Rarely,Female,0,13,Research Director,No
349,25,Research & Development,Divorced,Life Sciences,2,18604,19,9,5,20,0,3,1,2,4,1,3,4,No,Travel_Rarely,Male,3,22,Manufacturing Director,Yes
350,24,Sales,Divorced,Medical,20,18784,10,6,7,15,2,8,1,4,1,4,4,3,Yes,Travel_Rarely,Male,2,22,Sales Executive,Yes
